INDEX, TIME STAMP, TIME (ms), DEV 1 INPUT 1, DEV 1 INPUT 2, DEV 1 INPUT 3, DEV 1 INPUT 4,
29,11/7/2024 10:00:54,15000,0.01,0.000,0.00,0.21,
30,11/7/2024 10:00:55,15500,0.01,0.000,0.00,0.21,
31,11/7/2024 10:00:55,16000,0.01,0.000,0.00,0.21,
32,11/7/2024 10:00:56,16500,0.01,-0.001,0.00,0.21,
33,11/7/2024 10:00:56,17000,0.01,-0.001,0.00,0.21,
34,11/7/2024 10:00:57,17500,0.01,-0.001,0.00,0.21,
35,11/7/2024 10:00:57,18000,0.01,-0.001,0.00,0.21,
36,11/7/2024 10:00:58,18500,0.01,-0.001,0.00,0.21,
37,11/7/2024 10:00:59,19000,0.01,-0.001,0.00,0.21,
38,11/7/2024 10:00:59,19500,0.01,0.000,0.00,0.21,
39,11/7/2024 10:01:00,20000,0.01,0.000,0.00,0.21,
40,11/7/2024 10:01:00,20500,0.01,0.000,0.00,0.21,
41,11/7/2024 10:01:01,21000,0.01,0.000,0.00,0.21,
42,11/7/2024 10:01:01,21500,0.01,0.000,0.00,0.21,
43,11/7/2024 10:01:02,22000,0.01,0.000,0.00,0.21,
44,11/7/2024 10:01:02,22500,0.01,0.000,0.00,0.17,
45,11/7/2024 10:01:03,23000,0.01,0.000,0.00,0.17,
46,11/7/2024 10:01:03,23500,0.01,0.000,0.00,0.17,
47,11/7/2024 10:01:04,24000,0.01,0.000,0.00,0.17,
48,11/7/2024 10:01:04,24500,0.01,0.000,0.00,0.17,
49,11/7/2024 10:01:05,25000,0.01,-0.001,0.00,0.17,
50,11/7/2024 10:01:05,25500,0.01,-0.001,0.00,0.17,
51,11/7/2024 10:01:06,26000,0.01,-0.001,0.00,0.17,
52,11/7/2024 10:01:07,26500,0.01,-0.001,0.00,0.17,
53,11/7/2024 10:01:07,27000,0.01,-0.001,0.00,0.17,
54,11/7/2024 10:01:08,27500,0.01,0.000,0.00,0.17,
55,11/7/2024 10:01:08,28000,0.01,0.000,0.00,0.17,
56,11/7/2024 10:01:09,28500,0.01,0.000,0.00,0.17,
57,11/7/2024 10:01:09,29000,0.01,0.000,0.00,0.17,
58,11/7/2024 10:01:10,29500,0.01,-0.001,0.00,0.17,
59,11/7/2024 10:01:10,30000,0.01,-0.001,0.00,0.17,
60,11/7/2024 10:01:11,30500,0.01,-0.001,0.00,0.17,
61,11/7/2024 10:01:11,31000,0.01,-0.001,0.00,0.17,
62,11/7/2024 10:01:12,31500,0.03,0.004,0.00,0.69,
63,11/7/2024 10:01:12,32000,0.04,0.006,0.00,0.97,
64,11/7/2024 10:01:13,32500,0.06,0.009,0.00,1.24,
65,11/7/2024 10:01:13,33000,0.08,0.014,0.00,1.83,
66,11/7/2024 10:01:14,33500,0.10,0.018,0.00,2.25,
67,11/7/2024 10:01:14,34000,0.12,0.023,0.00,2.73,
68,11/7/2024 10:01:15,34500,0.14,0.023,0.00,3.18,
69,11/7/2024 10:01:16,35000,0.15,0.027,0.00,3.53,
70,11/7/2024 10:01:16,35500,0.17,0.030,0.00,4.22,
71,11/7/2024 10:01:17,36000,0.18,0.033,0.00,4.49,
72,11/7/2024 10:01:17,36500,0.22,0.036,0.00,5.29,
73,11/7/2024 10:01:18,37000,0.24,0.040,0.00,5.84,
74,11/7/2024 10:01:18,37500,0.26,0.045,0.00,6.43,
75,11/7/2024 10:01:19,38000,0.29,0.049,0.00,7.02,
76,11/7/2024 10:01:19,38500,0.30,0.052,0.00,7.64,
77,11/7/2024 10:01:20,39000,0.32,0.055,0.00,8.30,
78,11/7/2024 10:01:20,39500,0.35,0.058,0.00,8.92,
79,11/7/2024 10:01:21,40000,0.36,0.061,0.00,9.40,
80,11/7/2024 10:01:21,40500,0.38,0.063,0.00,10.20,
81,11/7/2024 10:01:22,41000,0.41,0.067,0.00,10.89,
82,11/7/2024 10:01:23,41500,0.43,0.068,0.00,11.58,
83,11/7/2024 10:01:23,42000,0.45,0.072,0.00,12.13,
84,11/7/2024 10:01:24,42500,0.48,0.075,0.00,13.03,
85,11/7/2024 10:01:24,43000,0.48,0.075,0.00,13.03,
86,11/7/2024 10:01:25,43500,0.51,0.081,0.00,13.79,
87,11/7/2024 10:01:25,44000,0.53,0.084,0.00,14.66,
88,11/7/2024 10:01:26,44500,0.56,0.088,0.00,15.45,
89,11/7/2024 10:01:26,45000,0.59,0.091,0.00,16.32,
90,11/7/2024 10:01:27,45500,0.61,0.094,0.00,17.08,
91,11/7/2024 10:01:27,46000,0.63,0.097,0.00,18.08,
92,11/7/2024 10:01:28,46500,0.66,0.099,0.00,18.94,
93,11/7/2024 10:01:28,47000,0.68,0.103,0.00,19.84,
94,11/7/2024 10:01:29,47500,0.71,0.106,0.00,20.71,
95,11/7/2024 10:01:29,48000,0.74,0.109,0.00,21.57,
96,11/7/2024 10:01:30,48500,0.76,0.112,0.00,22.23,
97,11/7/2024 10:01:30,49000,0.79,0.117,0.00,23.19,
98,11/7/2024 10:01:31,49500,0.81,0.120,0.00,24.09,
99,11/7/2024 10:01:32,50000,0.83,0.124,0.00,24.96,
100,11/7/2024 10:01:32,50500,0.85,0.126,0.00,25.82,
101,11/7/2024 10:01:33,51000,0.88,0.129,0.00,26.65,
102,11/7/2024 10:01:33,51500,0.89,0.131,0.00,27.52,
103,11/7/2024 10:01:34,52000,0.91,0.134,0.00,28.10,
104,11/7/2024 10:01:34,52500,0.95,0.137,0.00,29.28,
105,11/7/2024 10:01:35,53000,0.97,0.140,0.00,30.25,
106,11/7/2024 10:01:35,53500,0.99,0.143,0.00,31.18,
107,11/7/2024 10:01:36,54000,1.02,0.147,0.00,32.08,
108,11/7/2024 10:01:36,54500,1.05,0.149,0.00,33.01,
109,11/7/2024 10:01:37,55000,1.08,0.152,0.00,33.95,
110,11/7/2024 10:01:37,55500,1.08,0.152,0.00,33.95,
111,11/7/2024 10:01:38,56000,1.10,0.157,0.00,34.84,
112,11/7/2024 10:01:38,56500,1.11,0.160,0.00,35.74,
113,11/7/2024 10:01:39,57000,1.14,0.162,0.00,36.64,
114,11/7/2024 10:01:40,57500,1.16,0.165,0.00,37.47,
115,11/7/2024 10:01:40,58000,1.19,0.170,0.00,38.58,
116,11/7/2024 10:01:41,58500,1.21,0.174,0.00,40.51,
117,11/7/2024 10:01:41,59000,1.26,0.179,0.00,41.45,
118,11/7/2024 10:01:42,59500,1.28,0.182,0.00,42.41,
119,11/7/2024 10:01:42,60000,1.30,0.187,0.00,43.35,
120,11/7/2024 10:01:43,60500,1.33,0.189,0.00,44.28,
121,11/7/2024 10:01:43,61000,1.33,0.189,0.00,44.28,
122,11/7/2024 10:01:44,61500,1.33,0.192,0.00,45.25,
123,11/7/2024 10:01:44,62000,1.38,0.194,0.00,46.22,
124,11/7/2024 10:01:45,62500,1.39,0.201,0.00,47.18,
125,11/7/2024 10:01:45,63000,1.42,0.204,0.00,48.19,
126,11/7/2024 10:01:46,63500,1.44,0.206,0.00,49.15,
127,11/7/2024 10:01:46,64000,1.46,0.210,0.00,50.09,
128,11/7/2024 10:01:47,64500,1.48,0.214,0.00,51.13,
129,11/7/2024 10:01:48,65000,1.50,0.218,0.00,52.09,
130,11/7/2024 10:01:48,65500,1.54,0.218,0.00,52.99,
131,11/7/2024 10:01:49,66000,1.56,0.223,0.00,53.96,
132,11/7/2024 10:01:49,66500,1.58,0.225,0.00,54.89,
133,11/7/2024 10:01:50,67000,1.60,0.228,0.00,55.83,
134,11/7/2024 10:01:50,67500,1.62,0.231,0.00,56.76,
135,11/7/2024 10:01:51,68000,1.65,0.233,0.00,57.69,
136,11/7/2024 10:01:51,68500,1.67,0.236,0.00,58.32,
137,11/7/2024 10:01:52,69000,1.68,0.240,0.00,59.49,
138,11/7/2024 10:01:52,69500,1.71,0.242,0.00,60.46,
139,11/7/2024 10:01:53,70000,1.73,0.245,0.00,61.36,
140,11/7/2024 10:01:53,70500,1.75,0.249,0.00,62.29,
141,11/7/2024 10:01:54,71000,1.78,0.254,0.00,63.19,
142,11/7/2024 10:01:55,71500,1.80,0.258,0.00,64.09,
143,11/7/2024 10:01:55,72000,1.82,0.260,0.00,64.99,
144,11/7/2024 10:01:56,72500,1.84,0.263,0.00,65.89,
145,11/7/2024 10:01:56,73000,1.84,0.263,0.00,65.89,
146,11/7/2024 10:01:57,73500,1.85,0.265,0.00,66.82,
147,11/7/2024 10:01:57,74000,1.88,0.269,0.00,67.48,
148,11/7/2024 10:01:58,74500,1.90,0.272,0.00,68.69,
149,11/7/2024 10:01:58,75000,1.92,0.277,0.00,69.58,
150,11/7/2024 10:01:59,75500,1.94,0.280,0.00,70.48,
151,11/7/2024 10:01:59,76000,1.96,0.282,0.00,71.28,
152,11/7/2024 10:02:00,76500,1.98,0.285,0.00,72.28,
153,11/7/2024 10:02:00,77000,2.00,0.287,0.00,73.18,
154,11/7/2024 10:02:01,77500,2.02,0.291,0.00,74.11,
155,11/7/2024 10:02:01,78000,2.04,0.295,0.00,75.88,
156,11/7/2024 10:02:02,78500,2.09,0.300,0.00,76.77,
157,11/7/2024 10:02:03,79000,2.09,0.300,0.00,76.77,
158,11/7/2024 10:02:03,79500,2.12,0.304,0.00,77.71,
159,11/7/2024 10:02:04,80000,2.14,0.307,0.00,78.47,
160,11/7/2024 10:02:04,80500,2.16,0.310,0.00,79.57,
161,11/7/2024 10:02:05,81000,2.18,0.313,0.00,80.44,
162,11/7/2024 10:02:05,81500,2.20,0.318,0.00,81.16,
163,11/7/2024 10:02:06,82000,2.21,0.319,0.00,82.20,
164,11/7/2024 10:02:06,82500,2.23,0.323,0.00,83.03,
165,11/7/2024 10:02:07,83000,2.25,0.327,0.00,83.86,
166,11/7/2024 10:02:07,83500,2.28,0.331,0.00,84.66,
167,11/7/2024 10:02:08,84000,2.29,0.335,0.00,85.49,
168,11/7/2024 10:02:08,84500,2.31,0.337,0.00,86.07,
169,11/7/2024 10:02:09,85000,2.33,0.340,0.00,87.11,
170,11/7/2024 10:02:10,85500,2.35,0.344,0.00,87.94,
171,11/7/2024 10:02:10,86000,2.37,0.348,0.00,88.77,
172,11/7/2024 10:02:11,86500,2.41,0.352,0.00,89.46,
173,11/7/2024 10:02:11,87000,2.40,0.354,0.00,90.36,
174,11/7/2024 10:02:12,87500,2.44,0.357,0.00,91.15,
175,11/7/2024 10:02:12,88000,2.45,0.361,0.00,91.91,
176,11/7/2024 10:02:13,88500,2.48,0.365,0.00,92.71,
177,11/7/2024 10:02:13,89000,2.50,0.367,0.00,93.50,
178,11/7/2024 10:02:14,89500,2.51,0.371,0.00,94.27,
179,11/7/2024 10:02:14,90000,2.54,0.375,0.00,95.03,
180,11/7/2024 10:02:15,90500,2.55,0.379,0.00,95.82,
181,11/7/2024 10:02:15,91000,2.56,0.381,0.00,96.58,
182,11/7/2024 10:02:16,91500,2.58,0.384,0.00,97.31,
183,11/7/2024 10:02:16,92000,2.58,0.384,0.00,97.31,
184,11/7/2024 10:02:17,92500,2.59,0.388,0.00,97.89,
185,11/7/2024 10:02:18,93000,2.62,0.390,0.00,98.76,
186,11/7/2024 10:02:18,93500,2.63,0.393,0.00,99.48,
187,11/7/2024 10:02:19,94000,2.65,0.398,0.00,100.21,
188,11/7/2024 10:02:19,94500,2.68,0.401,0.00,100.90,
189,11/7/2024 10:02:20,95000,2.68,0.403,0.00,101.66,
190,11/7/2024 10:02:20,95500,2.70,0.406,0.00,102.39,
191,11/7/2024 10:02:21,96000,2.72,0.410,0.00,102.98,
192,11/7/2024 10:02:21,96500,2.74,0.412,0.00,103.70,
193,11/7/2024 10:02:22,97000,2.76,0.416,0.00,104.43,
194,11/7/2024 10:02:22,97500,2.77,0.420,0.00,105.08,
195,11/7/2024 10:02:23,98000,2.79,0.424,0.00,105.60,
196,11/7/2024 10:02:23,98500,2.80,0.429,0.00,106.43,
197,11/7/2024 10:02:24,99000,2.82,0.432,0.00,107.09,
198,11/7/2024 10:02:24,99500,2.84,0.434,0.00,107.75,
199,11/7/2024 10:02:25,100000,2.85,0.438,0.00,108.40,
200,11/7/2024 10:02:26,100500,2.87,0.441,0.00,109.09,
201,11/7/2024 10:02:26,101000,2.89,0.447,0.00,109.72,
202,11/7/2024 10:02:27,101500,2.91,0.450,0.00,110.37,
203,11/7/2024 10:02:27,102000,2.94,0.453,0.00,111.00,
204,11/7/2024 10:02:28,102500,2.94,0.457,0.00,111.65,
205,11/7/2024 10:02:28,103000,2.96,0.460,0.00,112.27,
206,11/7/2024 10:02:29,103500,2.98,0.462,0.00,112.86,
207,11/7/2024 10:02:29,104000,2.99,0.466,0.00,113.45,
208,11/7/2024 10:02:30,104500,3.01,0.469,0.00,114.07,
209,11/7/2024 10:02:30,105000,3.02,0.474,0.00,114.63,
210,11/7/2024 10:02:31,105500,3.04,0.477,0.00,115.21,
211,11/7/2024 10:02:31,106000,3.06,0.480,0.00,115.80,
212,11/7/2024 10:02:32,106500,3.08,0.483,0.00,116.35,
213,11/7/2024 10:02:33,107000,3.10,0.487,0.00,116.70,
214,11/7/2024 10:02:33,107500,3.10,0.491,0.00,117.49,
215,11/7/2024 10:02:34,108000,3.12,0.495,0.00,118.05,
216,11/7/2024 10:02:34,108500,3.13,0.497,0.00,118.60,
217,11/7/2024 10:02:35,109000,3.15,0.500,0.00,119.15,
218,11/7/2024 10:02:35,109500,3.17,0.504,0.00,119.67,
219,11/7/2024 10:02:36,110000,3.18,0.507,0.00,120.23,
220,11/7/2024 10:02:36,110500,3.18,0.507,0.00,120.23,
221,11/7/2024 10:02:37,111000,3.20,0.510,0.00,120.74,
222,11/7/2024 10:02:37,111500,3.22,0.513,0.00,121.23,
223,11/7/2024 10:02:38,112000,3.23,0.518,0.00,121.75,
224,11/7/2024 10:02:38,112500,3.26,0.520,0.00,122.13,
225,11/7/2024 10:02:39,113000,3.27,0.524,0.00,122.58,
226,11/7/2024 10:02:39,113500,3.29,0.528,0.00,123.27,
227,11/7/2024 10:02:40,114000,3.30,0.532,0.00,123.72,
228,11/7/2024 10:02:41,114500,3.32,0.536,0.00,124.24,
229,11/7/2024 10:02:41,115000,3.33,0.538,0.00,124.44,
230,11/7/2024 10:02:42,115500,3.34,0.542,0.00,125.17,
231,11/7/2024 10:02:42,116000,3.36,0.545,0.00,125.62,
232,11/7/2024 10:02:43,116500,3.38,0.549,0.00,125.93,
233,11/7/2024 10:02:43,117000,3.38,0.553,0.00,126.55,
234,11/7/2024 10:02:44,117500,3.40,0.556,0.00,126.97,
235,11/7/2024 10:02:44,118000,3.41,0.560,0.00,127.45,
236,11/7/2024 10:02:45,118500,3.43,0.564,0.00,127.76,
237,11/7/2024 10:02:45,119000,3.44,0.567,0.00,128.31,
238,11/7/2024 10:02:46,119500,3.46,0.571,0.00,128.66,
239,11/7/2024 10:02:46,120000,3.47,0.574,0.00,129.14,
240,11/7/2024 10:02:47,120500,3.49,0.577,0.00,129.35,
241,11/7/2024 10:02:47,121000,3.50,0.583,0.00,129.94,
242,11/7/2024 10:02:48,121500,3.52,0.583,0.00,130.39,
243,11/7/2024 10:02:48,122000,3.53,0.590,0.00,130.77,
244,11/7/2024 10:02:49,122500,3.54,0.594,0.00,131.15,
245,11/7/2024 10:02:50,123000,3.55,0.595,0.00,131.53,
246,11/7/2024 10:02:50,123500,3.55,0.595,0.00,131.53,
247,11/7/2024 10:02:51,124000,3.57,0.599,0.00,131.91,
248,11/7/2024 10:02:51,124500,3.58,0.603,0.00,132.15,
249,11/7/2024 10:02:52,125000,3.60,0.609,0.00,132.50,
250,11/7/2024 10:02:52,125500,3.60,0.613,0.00,132.81,
251,11/7/2024 10:02:53,126000,3.62,0.613,0.00,133.36,
252,11/7/2024 10:02:53,126500,3.65,0.620,0.00,134.02,
253,11/7/2024 10:02:54,127000,3.66,0.626,0.00,134.29,
254,11/7/2024 10:02:54,127500,3.68,0.630,0.00,134.61,
255,11/7/2024 10:02:55,128000,3.68,0.634,0.00,135.12,
256,11/7/2024 10:02:55,128500,3.69,0.634,0.00,135.44,
257,11/7/2024 10:02:56,129000,3.71,0.638,0.00,135.44,
258,11/7/2024 10:02:56,129500,3.72,0.640,0.00,135.61,
259,11/7/2024 10:02:57,130000,3.72,0.645,0.00,135.99,
260,11/7/2024 10:02:58,130500,3.74,0.649,0.00,136.26,
261,11/7/2024 10:02:58,131000,3.76,0.653,0.00,136.54,
262,11/7/2024 10:02:59,131500,3.77,0.656,0.00,137.03,
263,11/7/2024 10:02:59,132000,3.78,0.659,0.00,137.30,
264,11/7/2024 10:03:00,132500,3.80,0.663,0.00,137.51,
265,11/7/2024 10:03:00,133000,3.81,0.666,0.00,137.96,
266,11/7/2024 10:03:01,133500,3.83,0.672,0.00,138.17,
267,11/7/2024 10:03:01,134000,3.84,0.676,0.00,138.44,
268,11/7/2024 10:03:02,134500,3.84,0.678,0.00,138.68,
269,11/7/2024 10:03:02,135000,3.85,0.683,0.00,138.93,
270,11/7/2024 10:03:03,135500,3.86,0.687,0.00,139.20,
271,11/7/2024 10:03:03,136000,3.89,0.690,0.00,139.69,
272,11/7/2024 10:03:04,136500,3.91,0.694,0.00,139.86,
273,11/7/2024 10:03:04,137000,3.91,0.697,0.00,140.10,
274,11/7/2024 10:03:05,137500,3.92,0.701,0.00,140.31,
275,11/7/2024 10:03:06,138000,3.94,0.705,0.00,140.72,
276,11/7/2024 10:03:06,138500,3.95,0.708,0.00,141.00,
277,11/7/2024 10:03:07,139000,3.95,0.712,0.00,141.17,
278,11/7/2024 10:03:07,139500,3.97,0.717,0.00,141.38,
279,11/7/2024 10:03:08,140000,3.99,0.721,0.00,141.55,
280,11/7/2024 10:03:08,140500,4.00,0.725,0.00,141.76,
281,11/7/2024 10:03:09,141000,4.00,0.729,0.00,142.11,
282,11/7/2024 10:03:09,141500,4.02,0.733,0.00,142.31,
283,11/7/2024 10:03:10,142000,4.03,0.735,0.00,142.49,
284,11/7/2024 10:03:10,142500,4.05,0.741,0.00,142.66,
285,11/7/2024 10:03:11,143000,4.06,0.743,0.00,142.97,
286,11/7/2024 10:03:11,143500,4.06,0.743,0.00,142.97,
287,11/7/2024 10:03:12,144000,4.08,0.746,0.00,143.18,
288,11/7/2024 10:03:12,144500,4.08,0.750,0.00,143.35,
289,11/7/2024 10:03:13,145000,4.09,0.754,0.00,143.49,
290,11/7/2024 10:03:14,145500,4.11,0.757,0.00,143.66,
291,11/7/2024 10:03:14,146000,4.12,0.761,0.00,143.87,
292,11/7/2024 10:03:15,146500,4.13,0.768,0.00,144.18,
293,11/7/2024 10:03:15,147000,4.15,0.772,0.00,144.32,
294,11/7/2024 10:03:16,147500,4.15,0.775,0.00,144.46,
295,11/7/2024 10:03:16,148000,4.16,0.779,0.00,144.60,
296,11/7/2024 10:03:17,148500,4.16,0.783,0.00,144.80,
297,11/7/2024 10:03:17,149000,4.19,0.786,0.00,144.94,
298,11/7/2024 10:03:18,149500,4.20,0.791,0.00,145.22,
299,11/7/2024 10:03:18,150000,4.20,0.791,0.00,145.36,
300,11/7/2024 10:03:19,150500,4.24,0.797,0.00,145.49,
301,11/7/2024 10:03:19,151000,4.24,0.802,0.00,145.63,
302,11/7/2024 10:03:20,151500,4.25,0.806,0.00,145.84,
303,11/7/2024 10:03:20,152000,4.25,0.809,0.00,145.98,
304,11/7/2024 10:03:21,152500,4.27,0.813,0.00,146.12,
305,11/7/2024 10:03:22,153000,4.28,0.817,0.00,146.29,
306,11/7/2024 10:03:22,153500,4.28,0.819,0.00,146.39,
307,11/7/2024 10:03:23,154000,4.30,0.823,0.00,146.53,
308,11/7/2024 10:03:23,154500,4.30,0.823,0.00,146.53,
309,11/7/2024 10:03:24,155000,4.30,0.827,0.00,146.63,
310,11/7/2024 10:03:24,155500,4.32,0.832,0.00,146.77,
311,11/7/2024 10:03:25,156000,4.33,0.833,0.00,146.91,
312,11/7/2024 10:03:25,156500,4.34,0.841,0.00,147.15,
313,11/7/2024 10:03:26,157000,4.36,0.845,0.00,147.22,
314,11/7/2024 10:03:26,157500,4.36,0.849,0.00,147.33,
315,11/7/2024 10:03:27,158000,4.39,0.851,0.00,147.33,
316,11/7/2024 10:03:27,158500,4.39,0.857,0.00,147.60,
317,11/7/2024 10:03:28,159000,4.41,0.863,0.00,147.67,
318,11/7/2024 10:03:28,159500,4.41,0.866,0.00,147.78,
319,11/7/2024 10:03:29,160000,4.43,0.869,0.00,147.84,
320,11/7/2024 10:03:30,160500,4.44,0.876,0.00,147.98,
321,11/7/2024 10:03:30,161000,4.44,0.876,0.00,147.98,
322,11/7/2024 10:03:31,161500,4.46,0.880,0.00,148.09,
323,11/7/2024 10:03:31,162000,4.46,0.882,0.00,148.16,
324,11/7/2024 10:03:32,162500,4.47,0.886,0.00,148.23,
325,11/7/2024 10:03:32,163000,4.49,0.890,0.00,148.29,
326,11/7/2024 10:03:33,163500,4.50,0.894,0.00,148.36,
327,11/7/2024 10:03:33,164000,4.50,0.898,0.00,148.50,
328,11/7/2024 10:03:34,164500,4.53,0.900,0.00,148.57,
329,11/7/2024 10:03:34,165000,4.53,0.907,0.00,148.64,
330,11/7/2024 10:03:35,165500,4.54,0.911,0.00,148.71,
331,11/7/2024 10:03:35,166000,4.55,0.918,0.00,148.74,
332,11/7/2024 10:03:36,166500,4.56,0.918,0.00,148.85,
333,11/7/2024 10:03:37,167000,4.58,0.924,0.00,148.92,
334,11/7/2024 10:03:37,167500,4.59,0.927,0.00,148.95,
335,11/7/2024 10:03:38,168000,4.59,0.930,0.00,149.02,
336,11/7/2024 10:03:38,168500,4.60,0.934,0.00,149.05,
337,11/7/2024 10:03:39,169000,4.61,0.940,0.00,149.09,
338,11/7/2024 10:03:39,169500,4.62,0.944,0.00,149.16,
339,11/7/2024 10:03:40,170000,4.62,0.944,0.00,149.16,
340,11/7/2024 10:03:40,170500,4.64,0.948,0.00,149.19,
341,11/7/2024 10:03:41,171000,4.64,0.952,0.00,149.26,
342,11/7/2024 10:03:41,171500,4.65,0.956,0.00,149.33,
343,11/7/2024 10:03:42,172000,4.67,0.960,0.00,149.37,
344,11/7/2024 10:03:42,172500,4.69,0.967,0.00,149.40,
345,11/7/2024 10:03:43,173000,4.69,0.971,0.00,149.43,
346,11/7/2024 10:03:44,173500,4.70,0.974,0.00,149.43,
347,11/7/2024 10:03:44,174000,4.71,0.978,0.00,149.50,
348,11/7/2024 10:03:45,174500,4.73,0.982,0.00,149.50,
349,11/7/2024 10:03:45,175000,4.75,0.985,0.00,149.50,
350,11/7/2024 10:03:46,175500,4.75,0.985,0.00,149.50,
351,11/7/2024 10:03:46,176000,4.76,0.992,0.00,149.54,
352,11/7/2024 10:03:47,176500,4.76,0.996,0.00,149.61,
353,11/7/2024 10:03:47,177000,4.78,1.000,0.00,149.61,
354,11/7/2024 10:03:48,177500,4.78,1.003,0.00,149.61,
355,11/7/2024 10:03:48,178000,4.79,1.006,0.00,149.61,
356,11/7/2024 10:03:49,178500,4.79,1.010,0.00,149.61,
357,11/7/2024 10:03:49,179000,4.81,1.014,0.00,149.64,
358,11/7/2024 10:03:50,179500,4.82,1.020,0.00,149.64,
359,11/7/2024 10:03:51,180000,4.82,1.021,0.00,149.64,
360,11/7/2024 10:03:51,180500,4.83,1.025,0.00,149.64,
361,11/7/2024 10:03:52,181000,4.85,1.032,0.00,149.64,
362,11/7/2024 10:03:52,181500,4.86,1.034,0.00,149.64,
363,11/7/2024 10:03:53,182000,4.86,1.039,0.00,149.64,
364,11/7/2024 10:03:53,182500,4.88,1.043,0.00,149.64,
365,11/7/2024 10:03:54,183000,4.88,1.047,0.00,149.64,
366,11/7/2024 10:03:54,183500,4.89,1.051,0.00,149.61,
367,11/7/2024 10:03:55,184000,4.90,1.055,0.00,149.61,
368,11/7/2024 10:03:55,184500,4.92,1.059,0.00,149.61,
369,11/7/2024 10:03:56,185000,4.93,1.061,0.00,149.54,
370,11/7/2024 10:03:56,185500,4.93,1.065,0.00,149.54,
371,11/7/2024 10:03:57,186000,4.95,1.072,0.00,149.47,
372,11/7/2024 10:03:57,186500,4.96,1.076,0.00,149.47,
373,11/7/2024 10:03:58,187000,4.97,1.079,0.00,149.47,
374,11/7/2024 10:03:59,187500,4.97,1.082,0.00,149.43,
375,11/7/2024 10:03:59,188000,4.99,1.086,0.00,149.40,
376,11/7/2024 10:04:00,188500,5.00,1.090,0.00,149.33,
377,11/7/2024 10:04:00,189000,5.01,1.096,0.00,149.33,
378,11/7/2024 10:04:01,189500,5.02,1.101,0.00,149.30,
379,11/7/2024 10:04:01,190000,5.02,1.101,0.00,149.30,
380,11/7/2024 10:04:02,190500,5.03,1.104,0.00,149.23,
381,11/7/2024 10:04:02,191000,5.03,1.108,0.00,149.23,
382,11/7/2024 10:04:03,191500,5.04,1.112,0.00,149.16,
383,11/7/2024 10:04:03,192000,5.06,1.115,0.00,149.09,
384,11/7/2024 10:04:04,192500,5.06,1.119,0.00,149.09,
385,11/7/2024 10:04:04,193000,5.07,1.123,0.00,149.02,
386,11/7/2024 10:04:05,193500,5.08,1.127,0.00,148.88,
387,11/7/2024 10:04:06,194000,5.09,1.132,0.00,148.88,
388,11/7/2024 10:04:06,194500,5.11,1.135,0.00,148.81,
389,11/7/2024 10:04:07,195000,5.11,1.141,0.00,148.81,
390,11/7/2024 10:04:07,195500,5.12,1.146,0.00,148.74,
391,11/7/2024 10:04:08,196000,5.13,1.150,0.00,148.67,
392,11/7/2024 10:04:08,196500,5.14,1.153,0.00,148.64,
393,11/7/2024 10:04:09,197000,5.14,1.157,0.00,148.54,
394,11/7/2024 10:04:09,197500,5.15,1.161,0.00,148.47,
